013off.dat:3.38083394E-02 1.97809897E-02 428 0.437898546 0.499463826
014off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
015off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
016off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
021off.dat:-4.85045314E-02 3.81149203E-02 373 0.400545239 0.445197999
022off.dat:-2.00194097E-03 6.00615740E-02 370 0.375175118 0.426572889
023off.dat:-4.96884324E-02 5.21867722E-02 382 0.317867160 0.443025082
024off.dat:6.08157888E-02 3.76557298E-02 426 0.399363965 0.464531779
025off.dat:-2.13564336E-02 2.43753307E-02 429 0.446106404 0.448559403
026off.dat:7.61762774E-03 3.06234602E-02 452 0.350139290 0.386414886
027off.dat:2.81764604E-02 4.58345897E-02 397 0.404384166 0.449011952
028off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
031off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
032off.dat:2.46110000E-02 4.63589653E-02 397 0.413093567 0.493732661
033off.dat:2.21403269E-03 -1.27404854E-02 460 0.326066971 0.371714354
034off.dat:-4.46811691E-02 2.05625147E-02 377 0.344063997 0.365589797
035off.dat:3.75958346E-02 -3.51891853E-02 449 0.405042559 0.418312341
036off.dat:5.62426411E-02 1.42665459E-02 366 0.410325944 0.404316604
037off.dat:6.04909956E-02 2.90343594E-02 432 0.375288695 0.436273754
038off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
041off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
042off.dat:-8.89484212E-02 -1.32325999E-02 453 0.341873676 0.365284711
043off.dat:5.93294539E-02 -1.93461366E-02 500 0.385494381 0.429038644
044off.dat:2.43587904E-02 -2.19857413E-02 461 0.382667512 0.449263006
045off.dat:6.35222644E-02 -2.30055060E-02 489 0.397449911 0.416753232
046off.dat:5.73174134E-02 6.60853833E-03 484 0.397439539 0.392051697
047off.dat:6.47654608E-02 -6.02413379E-02 490 0.395258963 0.496945947
048off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
052off.dat:1.08235758E-02 -5.08983284E-02 386 0.371480286 0.385969371
053off.dat:2.45971116E-03 3.97622213E-03 459 0.410892934 0.442640007
062off.dat:-0.108781047 -0.110359259 319 0.340643674 0.383862227
063off.dat:-0.217456967 -0.267721742 470 0.409134924 0.422363102
067off.dat:0.127448216 -6.70572296E-02 462 0.383046478 0.447716087
071off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
072off.dat:0.168405786 -0.135349303 372 0.449992329 0.453884363
073off.dat:-0.219924629 -3.64889763E-02 465 0.356471509 0.402420521
074off.dat:5.48653342E-02 -0.209875897 496 0.357976645 0.418855548
075off.dat:-7.38667399E-02 0.453597337 450 0.398533642 0.398461461
076off.dat:-0.166139275 0.338352680 482 0.395284265 0.473436683
077off.dat:-0.103330597 -0.208812967 438 0.436947435 0.472247630
081off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
082off.dat:-3.50335054E-02 5.77718280E-02 425 0.448462367 0.457859069
083off.dat:0.117671147 8.69764835E-02 398 0.367802233 0.390437245
084off.dat:0.282092154 9.66389850E-02 462 0.431261033 0.430205643
085off.dat:0.117467791 0.279705286 438 0.405046999 0.383260936
086off.dat:0.138459653 -8.89689922E-02 405 0.395898134 0.428339303
087off.dat:0.250863165 -4.47824933E-02 438 0.359170079 0.455560684
088off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
091off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
092off.dat:-0.137861788 -0.396777660 343 0.407799304 0.446400851
093off.dat:0.164931387 -5.44594638E-02 469 0.380483687 0.400413752
094off.dat:3.82365175E-02 3.06576327E-03 401 0.496801525 0.473142505
095off.dat:-2.80368123E-02 -0.265892863 387 0.411793739 0.403662473
096off.dat:-8.64080489E-02 -1.54559258E-02 406 0.410796374 0.443693161
097off.dat:-0.247889265 3.32758501E-02 392 0.426414639 0.416685581
098off.dat:-666.000000 -666.000000 0 -2.00000000 -2.00000000
103off.dat:-3.13273743E-02 -0.764316916 371 0.410464585 0.490877837
104off.dat:-1.20710414E-02 4.43179496E-02 275 0.368129134 0.495503902
105off.dat:-0.193162590 -7.25653321E-02 269 0.494881719 0.415132701
106off.dat:-1.03536658E-02 -3.86629142E-02 379 0.417600274 0.435322255
