20200320 019  DEXsp0188_000_E     13:17:13.304   +50:25:16.03     70.764599   44.512331
20200320 020  DEXsp2916                13:44:03.324   +50:23:42.43     70.764599   44.512331
20200320 021  DEXsp3030                13:50:51.520   +50:46:16.42     70.764599   44.512331
20200320 022  DEXsp3093                14:12:44.900   +50:17:25.33     70.764703   44.512431
20200320 026  DEXsp0591                12:20:46.240   +52:10:32.62    293.025979  318.975915
20200320 027  DEXsp2111                11:32:12.616   +51:20:41.10    293.025869  318.975815
20200320 028  DEXsp2012                12:07:33.572   +52:07:47.18    293.025869  318.975815
20200320 029  DEXsp0511                12:35:38.864   +52:00:36.02    293.025758  318.975715
20200320 031  DEXsp0518                12:58:22.432   +52:09:59.07    293.025758  318.975715
